0,0,32.583799999999997,-116.937500000000000,155.000000000000000,38.899999999999999,-1938943.466010000100000,-335450.611684000000000
1,1,32.640000000000001,-117.083000000000000,56.000000000000000,25.800000000000001,-1950817.503450000000000,-326357.460370999990000
2,2,32.673999999999999,-115.515400000000000,0.000000000000000,63.799999999999997,-1807122.181559999900000,-353646.097578999990000
3,3,32.676499999999997,-115.483200000000000,1.000000000000000,62.399999999999999,-1804125.625969999900000,-353984.890842999970000
4,4,32.677799999999998,-115.389700000000000,0.000000000000000,90.299999999999997,-1795559.006439999900000,-355613.715403000010000
5,5,32.710400000000000,-117.152500000000000,6.000000000000000,25.100000000000001,-1955408.564670000000000,-317269.638125000000000
6,6,32.790900000000001,-116.942400000000010,143.000000000000000,28.399999999999999,-1934340.269080000000000,-312808.528249999970000
7,7,32.793799999999997,-115.562500000000000,0.000000000000000,39.299999999999997,-1808690.353350000000000,-339667.573167999970000
8,8,32.835999999999999,-117.128800000000000,135.000000000000000,23.100000000000001,-1950164.232150000100000,-304090.068884000010000
9,9,33.127699999999997,-117.074100000000000,204.000000000000000,25.399999999999999,-1938038.977570000100000,-273455.868225999990000
10,10,33.202500000000001,-117.364700000000000,37.000000000000000,24.100000000000001,-1962453.498500000000000,-259349.856502999990000
11,11,33.628700000000002,-117.690000000000000,137.000000000000000,27.100000000000001,-1981049.011699999900000,-206223.911899000000000
12,12,33.789999999999999,-117.226800000000000,439.000000000000000,35.200000000000003,-1935465.165000000000000,-198206.806235000000000
13,13,33.823999999999998,-118.189500000000000,6.000000000000000,30.800000000000001,-2020800.017180000000000,-174467.754898999990000
14,14,33.835000000000001,-117.914000000000000,45.000000000000000,31.800000000000001,-1995878.465630000000000,-179093.820589999990000
15,15,33.852499999999999,-116.540499999999990,171.000000000000000,25.199999999999999,-1872384.765390000100000,-205141.252660000000000
16,16,33.921500000000002,-117.572200000000000,220.000000000000000,39.700000000000003,-1963113.776780000000000,-176799.940544000010000
17,17,33.927300000000002,-116.873400000000000,722.000000000000000,26.800000000000001,-1900423.863450000100000,-190372.716604999990000
18,18,33.930500000000002,-118.368799999999990,21.000000000000000,29.199999999999999,-2034052.230740000000000,-159068.081524000010000
19,19,33.981800000000000,-117.372400000000000,250.000000000000000,52.000000000000000,-1943737.933460000000000,-174339.737631000000000
20,20,34.059800000000003,-117.146199999999990,0.000000000000000,38.399999999999999,-1921584.710879999900000,-170439.995877000010000
21,21,34.067200000000000,-118.241900000000000,87.000000000000000,36.600000000000001,-2019182.071890000000000,-146916.265924000010000
22,22,34.100200000000001,-117.489900000000010,381.000000000000000,48.200000000000003,-1951275.018780000000000,-159034.398009000000000
23,23,34.106499999999997,-117.273200000000000,0.000000000000000,45.899999999999999,-1931773.903440000000000,-162775.176738000010000
24,24,34.136200000000002,-117.923800000000000,183.000000000000000,39.299999999999997,-1989058.607460000100000,-146119.762606000000000
25,25,34.142099999999999,-116.055800000000000,607.000000000000000,20.199999999999999,-1822088.054580000000000,-182934.033211000000000
26,26,34.175600000000003,-118.316700000000000,168.000000000000000,37.600000000000001,-2023028.405860000100000,-133540.817635999990000
27,27,34.219799999999999,-118.867099999999990,232.000000000000000,22.399999999999999,-2070790.482219999900000,-116883.916926000010000
28,28,34.241199999999999,-117.275600000000000,1384.000000000000000,19.800000000000001,-1928645.457119999900000,-148045.482332999990000
29,29,34.252000000000002,-119.154500000000000,34.000000000000000,22.500000000000000,-2095434.618310000000000,-107089.581353999990000
30,30,34.277500000000003,-118.684700000000010,310.000000000000000,25.300000000000001,-2053063.875960000100000,-114575.551275000010000
31,31,34.387500000000003,-118.533600000000010,375.000000000000000,29.600000000000001,-2036758.021179999900000,-105875.236778000010000
32,32,34.402500000000003,-118.824400000000000,182.000000000000000,24.300000000000001,-2062139.763259999900000,-97974.341641000006000
33,33,34.414700000000003,-119.878800000000000,9.000000000000000,23.500000000000000,-2155095.963980000000000,-73255.675372199999000
34,34,34.415900000000001,-117.286000000000000,1006.000000000000000,24.199999999999999,-1925234.138400000100000,-128790.801036000000000
35,35,34.416600000000003,-119.245800000000000,262.000000000000000,21.199999999999999,-2099075.352409999800000,-87217.954497600003000
36,36,34.420800000000000,-119.700700000000000,71.000000000000000,24.300000000000001,-2139189.775299999900000,-76618.810203200002000
37,37,34.448000000000000,-119.242000000000000,231.000000000000000,16.199999999999999,-2097888.955649999900000,-83895.411046299996000
38,38,34.451799999999999,-120.459200000000000,40.000000000000000,26.199999999999999,-2205274.406430000000000,-55925.610703999999000
39,39,34.462400000000002,-120.024500000000000,24.000000000000000,17.699999999999999,-2166631.137730000100000,-64777.697672599999000
40,40,34.473199999999999,-120.194200000000000,70.000000000000000,16.399999999999999,-2181300.379509999900000,-59726.676053900002000
41,41,34.477699999999999,-120.206300000000000,105.000000000000000,14.900000000000000,-2182240.814559999900000,-58961.924727199999000
42,42,34.477899999999998,-120.210800000000010,91.000000000000000,14.100000000000000,-2182632.047360000200000,-58836.939943700003000
43,43,34.489699999999999,-120.045800000000000,189.000000000000000,13.800000000000001,-2167746.723610000200000,-61336.406415199999000
44,44,34.504199999999997,-117.329700000000000,876.000000000000000,24.899999999999999,-1926922.615969999900000,-118278.794920999990000
45,45,34.596100000000000,-120.632700000000000,100.000000000000000,15.600000000000000,-2216430.873269999900000,-36288.158625399999000
46,46,34.636000000000003,-120.454100000000000,24.000000000000000,15.500000000000000,-2199582.583099999900000,-36123.460648599998000
47,47,34.689900000000002,-118.132700000000000,725.000000000000000,25.600000000000001,-1993380.588440000100000,-81488.774598999997000
